,ID,Name,Zip,Lat,Long,Rating,Delivery,Price Tier,Price,Credit Cards,Outdoor Seating,Reservations,Brunch,Dinner,Lunch,Beer,Breakfast,Music,Happy Hour,Full Bar,Cocktails,Dessert,Wi-Fi,Wine,Jukebox,Public Lot,Restroom,Wheelchair Accessible,TVs,No,BYO,Take-out,Street Parking,Private Lot,Live Music,Valet Parking,Private Room,ATM,Tasting Menu
26,4c0957c5009a0f47ae9ae7bf,City Pizza,19112,39.91709100566702,-75.1748219479249,7.4,False,1.0,$,Yes (incl. American Express & MasterCard),No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,4bc75e0615a7ef3bdf4379da,P & S Italian Specialties,19112,39.917309,-75.177127,6.6,False,1.0,$,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,4e849c066da10afb2adab728,Mike's Lunch Truck,19112,39.90279476302367,-75.15250015951477,,True,1.0,$,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,4c612f77de6920a1b3a29764,Oregon Express,19112,39.916311393010226,-75.16712637982636,8.3,True,1.0,$,,,,,,,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
30,4c1d2a48eac020a1ddc247c2,Andonio's Diner,19115,40.0853993706215,-75.04739627732562,6.3,True,1.0,$,Yes (incl. American Express),,,Brunch,,Lunch,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
31,4c4dc7241b8e1b8dbacb2c26,Judah Mediterranean Grill,19115,40.0856219058616,-75.04551760864976,7.3,False,2.0,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,55abe495498ec31d61554333,Ateethi,19115,40.08666787014,-75.04521454669637,7.8,False,2.0,$$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,4ad12fcbf964a5205add20e3,Taste Queen,19115,40.086797610511766,-75.04460993851566,6.5,True,1.0,$,Yes (incl. American Express),No,No,Brunch,Dinner,Lunch,,,,,,,,,,,,,,,,,,,,,,,,
34,4bf84e8f5ec320a1e68c88d3,Steve Stein's Famous Deli,19115,40.08706289818344,-75.04447442795792,8.9,False,1.0,$,,,,Brunch,,Lunch,,,,,,,,,,,,,,,,,,,,,,,,
35,5490bad1498e9b626a31fcc2,Little Caesars Pizza,19115,40.08602,-75.03921,6.4,True,1.0,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4c361a063849c9280374bbb1,Slack's Hoagie Shack,19115,40.08760869230212,-75.03946698665835,6.6,False,1.0,$,Yes (incl. Discover & Visa),No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,4c953a3538dd8cfa35d7d062,Perkins Restaurant & Bakery,19115,40.08695132420417,-75.03904849290848,6.6,True,2.0,$$,,No,Yes,Brunch,,Lunch,,Breakfast,,,,,,,,,,,,,,,,,,,,,,
38,4cf06277899c6ea8ad63eac1,Shish Kabob Palace,19115,40.086832442687715,-75.03892669251098,6.6,True,2.0,$$,Yes (incl. Discover & MasterCard),No,Yes,,,Lunch,,,,,,,Dessert,,,,,,,,,,,,,,,,,
39,4b894e1df964a520102a32e3,Kelly's Seafood,19115,40.08358173956815,-75.03825803750097,6.8,True,2.0,$$,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,4c825785d8086dcb50397552,Philly Pretzel Factory,19115,40.086699109344124,-75.0388307054889,7.1,False,2.0,$$,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,4c816ee9dc018cfa66c5c56c,Macaroni's,19115,40.081751766528214,-75.03840133587906,7.8,False,3.0,$$$,Yes (incl. American Express & MasterCard),No,,,,,,,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,
42,5079e1f3e4b0801688f69332,Sushi Hibachi Grill And Supreme Buffet,19115,40.08810294008241,-75.03927563951676,6.3,False,1.0,$,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,4befedc1d4f70f478647390f,Nate's Hot Bagels,19115,40.08751686104403,-75.03873997029585,8.0,False,1.0,$,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,4bc49a89f8219c748393b710,To-Kai Sushi & Hibachi Steak House,19115,40.08650584215127,-75.0379716123069,8.0,True,2.0,$$,Yes (incl. American Express),No,Yes,Brunch,Dinner,,,,,,Full Bar,,,Yes,,,,,,,,,,,,,,,,
45,4b894eacf964a520302a32e3,Gearo's,19115,40.08219621983966,-75.03710255395423,7.8,False,2.0,$$,Yes (incl. American Express),No,No,Brunch,Dinner,,Beer,,,,Full Bar,,,,,,,,,,,,,,,,,,,
46,4bf749d25efe2d7f91d96834,Randi's Restaurant and Bar,19115,40.08869819283775,-75.03850301645043,7.0,True,2.0,$$,,Yes,Yes,,,,,,,,Full Bar,Cocktails,,,,,,,,,,,,,,,,,,
